id,title,overview,genre_ids,vote_average,poster_path
939243,Sonic the Hedgehog 3,"Sonic, Knuckles, and Tails reunite against a powerful new adversary, Shadow, a mysterious villain with powers unlike anything they have faced before. With their abilities outmatched in every way, Team Sonic must seek out an unlikely alliance in hopes of stopping Shadow and protecting the planet.","[28, 878, 35, 10751]",7.681,/d8Ryb8AunYAuycVKDp5HpdWPKgC.jpg
822119,Captain America: Brave New World,"After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","[28, 53, 878]",6.04,/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg
447273,Snow White,"Following the benevolent King's disappearance, the Evil Queen dominated the once fair land with a cruel streak. Princess Snow White flees the castle when the Queen, in her jealousy over Snow White's inner beauty, tries to kill her. Deep into the dark woods, she stumbles upon seven magical dwarves and a young bandit named Jonathan. Together, they strive to survive the Queen's relentless pursuit and aspire to take back the kingdom.","[10751, 14]",4.3,/xWWg47tTfparvjK0WJNX4xL8lW2.jpg
3782,Ikiru,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",[18],8.3,/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg
10494,Perfect Blue,"Encouraged by her managers, rising pop star Mima takes on a recurring role on a popular TV show, when suddenly her handlers and collaborators begin turning up murdered.","[16, 53]",8.304,/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg
101,Léon: The Professional,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.","[80, 18, 28]",8.3,/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg
207,Dead Poets Society,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.",[18],8.3,/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg
914,The Great Dictator,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"[35, 10752]",8.296,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg
599,Sunset Boulevard,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,[18],8.294,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg
644479,Dedicated to my ex,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.","[18, 35]",8.291,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg
533514,Violet Evergarden: The Movie,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.","[16, 14, 10749, 18]",8.3,/4b7uAGVtgA85Yd911yOJqIsHigx.jpg
335,Once Upon a Time in the West,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.","[18, 37]",8.284,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg
42269,We All Loved Each Other So Much,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.","[18, 35]",8.283,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg
3082,Modern Times,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..","[35, 18, 10749]",8.281,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg
92321,Hotarubi no Mori e,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...","[10749, 16, 14]",8.281,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg
1585,It's a Wonderful Life,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.","[18, 10751, 14]",8.277,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg
632632,Given,"Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.","[16, 18, 10402, 10749]",8.276,/pegCub2zdYD5As43AOmGsIctuKc.jpg
18491,Neon Genesis Evangelion: The End of Evangelion,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.","[16, 878, 28, 18]",8.273,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg
77338,The Intouchables,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,"[18, 35]",8.272,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg
28,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","[18, 10752]",8.272,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg
1139087,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.","[16, 10751, 14, 35]",8.271,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg
901,City Lights,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,"[35, 18, 10749]",8.266,/ugmakEL5y294I5bXgiBqApuZpwc.jpg
1156593,Your Fault,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,"[10749, 18]",7.136,/1sQA7lfcF9yUyoLYC0e6Zo3jmxE.jpg
1127110,Diablo,"Ex-con Kris Chaney seizes the daughter of a Colombian gangster to fulfill a noble promise to the young girl's mother. When her father enlists both the criminal underworld and a psychotic killer to exact his revenge, Kris relies on everything he's ever learned to stay alive and keep his word.","[28, 53]",7.4,/uFQduVyYIinJy3eLjozgfl6Xtcn.jpg
10191,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father.","[14, 12, 16, 10751]",7.8,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg
1022789,Inside Out 2,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.","[16, 12, 35, 10751]",7.554,/vpnVM9B6NMmQpWeZvzLvDESb2QY.jpg
1241436,Warfare,"A platoon of Navy SEALs embarks on a dangerous mission in Ramadi, Iraq, with the chaos and brotherhood of war retold through their memories of the event.","[10752, 28]",7.168,/srj9rYrjefyWqkLc6l2xjTGeBGO.jpg
533535,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.","[28, 35, 878]",7.6,/8cdWjvZQUExUUTzyp4t6EDMubfO.jpg
829557,365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","[10749, 18]",5.9,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg
666154,Kayara,"A courageous and athletic teenager, Kayara dreams that she is destined to be the first female to break into the league of Chasquis - the official messengers of the Incan empire. As she learns what it takes to be a Chasqui along with its challenges, she tackles every mission she gets and discovers the ancient stories of her land and her people.","[16, 12, 10751]",7.6,/tpZdjnoJ6Z3NsSxI6HjAIggrcEv.jpg
82702,How to Train Your Dragon 2,"Five years have passed since Hiccup and Toothless united the dragons and Vikings of Berk. Now, they spend their time charting unmapped territories. During one of their adventures, the pair discover a secret cave that houses hundreds of wild dragons -- and a mysterious dragon rider. Hiccup and Toothless find themselves at the center of a battle to protect Berk from a power-hungry warrior.","[14, 28, 12, 16, 35, 10751]",7.7,/d13Uj86LdbDLrfDoHR5aDOFYyJC.jpg
536554,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.","[878, 27]",7.058,/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","[10751, 35, 16, 878]",7.0,/wWba3TaojhK7NdycRhoQpsG0FaH.jpg
1412113,Squid Game: Making Season 2,"From set designs to character arcs, get exclusive cast and director interviews on how Season 2 of the globally most-watched series was brought to life.",[99],8.5,/yQGaui0bQ5Ai3KIFBB45nTeIqad.jpg
1239193,Deep Cover,"Kat is an improv comedy teacher beginning to question if she’s missed her shot at success. When an undercover cop offers her the role of a lifetime, she recruits two of her students to infiltrate London’s gangland by impersonating dangerous criminals.","[28, 35, 80]",6.695,/1vXTHTbSQJs9r2hp4Uk08XzKwPp.jpg
1477114,Sorority,"A tale of seduction and mystery. A fearless pre-law student joins an elite sorority led by a powerful heiress. As secrets unfold, she’s torn between the woman who awakened her desire and a truth that could destroy them both.","[18, 10749]",6.5,/zibf9SwgiEW7Od5kwdRLSoQygRd.jpg
1022787,Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.","[16, 10751, 35, 12, 878]",6.818,/w2ARwtc1zoh0pyfwmyhpZHwuXgK.jpg
933260,The Substance,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.","[18, 27, 878]",7.14,/q6HjZlvyKxYmhlRhnnxeyudzK9A.jpg
815029,Dovbush,"In the early eighteenth century, foreign rule means dark times for the Hutsuls of the Carpathians. The two Dovbush brothers become opryshkos - mountain outlaws. But the two brothers become enemies - one cares only about money, the other - Oleksa - fights for his people. The Carpathians are convulsed with a wave of uprisings. The aristocracy uses its military might to try to kill Dovbush and destroy his legend. But Dovbush outwits them. The desperate lords devise a devious plan and attack the invincible outlaw's Achilles heel - his love for his childhood sweetheart, Marichka. Who will be the assassin to attack the Opryshko whose immense strength and bravery inspired folk tales? Will the lords' treacherous plan destroy the hero before he can lead his people to freedom?","[36, 18]",7.214,/85HSmdR9xW0PJdnPsn8KaUfZPGI.jpg
1426776,STRAW,What will be her last straw? A devastatingly bad day pushes a hardworking single mother to the breaking point — and into a shocking act of desperation.,"[53, 18, 80]",7.9,/t3cmnXYtxJb9vVL1ThvT2CWSe1n.jpg
29259,Le Trou,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.","[18, 53, 80]",8.258,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg
8587,The Lion King,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.","[10751, 16, 18]",8.258,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg
975,Paths of Glory,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,"[10752, 18, 36]",8.3,/tJXwtzOSNUC8dxJfrdvkNtGrrgW.jpg
637920,Miracle in Cell No. 7,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",[18],8.257,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg
10376,The Legend of 1900,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.","[18, 10402]",8.254,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg
670,Oldboy,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.","[18, 53, 9648, 28]",8.252,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg
572154,Rascal Does Not Dream of a Dreaming Girl,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.","[16, 10749, 18, 14]",8.251,/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg
630566,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.","[10402, 18, 10749]",8.243,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg
568332,Taylor Swift: Reputation Stadium Tour,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",[10402],8.243,/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg
504253,I Want to Eat Your Pancreas,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.","[16, 18, 10749]",8.244,/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg
447362,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.","[18, 10749]",8.242,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg
654299,Out of the Clear Blue Sky,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.","[35, 18, 10402]",8.24,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg
299534,Avengers: Endgame,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.","[12, 878, 28]",8.239,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg
508965,Klaus,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.","[16, 10751, 12, 35, 14]",8.238,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg
25237,Come and See,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.","[18, 10752]",8.2,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg
299536,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","[12, 28, 878]",8.236,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
527641,Five Feet Apart,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.","[10749, 18]",8.235,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg
829402,Ultraman: Rising,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.","[16, 878, 10751, 28]",8.23,/cYaThZqtLuBThBcrV6YRLLwL8F5.jpg
24188,Il Sorpasso,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.","[18, 35, 12]",8.23,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg
490132,Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","[18, 36]",8.229,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg
1240475,Hunt the Wicked,"The film tells the story of narcotics police officer Huang Mingjin and the ""mysterious figure"" Wei Yunzhou. Through completely different means and methods, in the process of calculating and wrestling with each other, they tear apart the facade of urban tranquility, exposing the underground drug network woven by the hidden hand ""Long Wang"", and ultimately eradicate the darkness with the sword of justice, revealing the dawn of light.",[28],6.75,/m5UBHbEjQJx3AkRZWRY6A4l4ZDT.jpg
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.","[16, 10751, 28, 35, 12, 14]",7.056,/nqXsAaQsKw2gKpkfhIgjXNDRqg7.jpg
1017163,The Roundup: Punishment,'Monster Cop' Ma Seok-do investigates an illegal online gambling business led by a former STS Baek and an IT genius CEO Chang. Ma proposes an unexpected alliance to Jang and begins hunting down the criminals.,"[28, 80, 18, 53, 35]",7.031,/yk38mNoJpsswmk9o7i7eLhO4mc.jpg
166428,How to Train Your Dragon: The Hidden World,"As Hiccup fulfills his dream of creating a peaceful dragon utopia, Toothless’ discovery of an untamed, elusive mate draws the Night Fury away. When danger mounts at home and Hiccup’s reign as village chief is tested, both dragon and rider must make impossible decisions to save their kind.","[16, 10751, 12]",7.751,/xvx4Yhf0DVH8G4LzNISpMfFBDy2.jpg
135397,Jurassic World,"Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","[28, 12, 878, 53]",6.7,/rhr4y79GpxQF9IsfJItRXVaoGs4.jpg
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","[12, 14]",7.902,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg
912649,Venom: The Last Dance,"Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","[28, 878, 12]",6.7,/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg
812455,Victoria,"Victoria is a woman betrayed, now on a mission for revenge and destroying anything that gets in her way.",[28],8.5,/aOSTW7ZitFAff06mZVXUnktejHY.jpg
1285965,Dangerous Animals,"A savvy and free-spirited surfer is abducted by a shark-obsessed serial killer. Held captive on his boat, she must figure out how to escape before he carries out a ritualistic feeding to the sharks below.","[27, 53]",6.786,/9tk3Si960hg4E49eMt81dS7Qe9Z.jpg
1040159,My Massive Cock,"An extra-large penis is an object of desire for many. But for some men, extra-large seriously complicates their lives and relationships, and penis reduction surgery seems the only answer.",[99],6.222,/9JQHViS8uugeWKfFsnEj3xTB2dZ.jpg
1504735,Squid Game in Conversation,"Take a seat with the director and cast of Squid Game. Discover key moments, hear untold stories and see what this entire journey meant to them.",[99],8.3,/gn1rd6ZTJSfVLGzPDqiBv2xNRjj.jpg
324544,In the Lost Lands,"A queen sends the powerful and feared sorceress Gray Alys to the ghostly wilderness of the Lost Lands in search of a magical power, where she and her guide, the drifter Boyce, must outwit and outfight both man and demon.","[28, 14, 12]",6.5,/dDlfjR7gllmr8HTeN6rfrYhTdwX.jpg
1315988,Mikaela,"During the eve of the 6th of January, a record-breaking snowstorm sweeps across Spain. In the midst of its chaos, a group of robbers seizes the opportunity to hijack an armoured van. A few meters away is Leo, a finished policeman who has nothing to lose. With the unexpected aid of a young woman, he will try to stop the band from running away with their loot.","[28, 53]",6.246,/xG8olkWOmoW78GbozKbS2UxYGEo.jpg
1000866,The Marching Band,"Diagnosed with leukemia, a successful orchestra conductor learns that he is adopted, and his younger brother is in a village marching band. The conductor decides to help them win a regional contest.","[35, 18, 10402]",7.382,/6lATJ42bWGAIQ0cG2dzSZD8bNcL.jpg
351286,Jurassic World: Fallen Kingdom,"Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.","[28, 12, 878, 53]",6.541,/270MrJNqJovumHXGE6SSt0zwUIF.jpg
635302,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,"Tanjiro Kamado, joined with Inosuke Hashibira, a boy raised by boars who wears a boar's head, and Zenitsu Agatsuma, a scared boy who reveals his true power when he sleeps, boards the Infinity Train on a new mission with the Fire Hashira, Kyojuro Rengoku, to defeat a demon who has been tormenting the people and killing the demon slayers who oppose it!","[16, 28, 14, 53]",8.205,/h8Rb9gBr48ODIwYUttZNYeMWeUU.jpg
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,"In the aftermath of the Fourth Impact, stranded without their Evangelions, Shinji, Asuka and Rei find refuge in one of the rare pockets of humanity that still exist on the ruined planet Earth. There, each lives a life far different from their days as an Evangelion pilot. However, the danger to the world is far from over. A new impact is looming on the horizon—one that will prove to be the true end of Evangelion.","[16, 28, 878, 18]",8.2,/md5wZRRj8biHrGtyitgBZo7674t.jpg
603,The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","[28, 878]",8.229,/p96dm7sCMn4VYAStA6siNz30G1r.jpg
265177,Mommy,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",[18],8.228,/3zyQtPg3avKprmJP2gBiYgyWUQC.jpg
995133,"The Boy, the Mole, the Fox and the Horse","The unlikely friendship of a boy, a mole, a fox and a horse traveling together in the boy's search for home.","[16, 10751, 12, 14]",8.226,/ccM6j8ezNPQCeqn7xbXFWpZjgfR.jpg
110420,Wolf Children,"After her werewolf lover unexpectedly dies in an accident, a woman must find a way to raise the son and daughter that she had with him. However, their inheritance of their father's traits prove to be a challenge for her.","[16, 10751, 18, 14]",8.22,/3Nllh6JgcrFdtOn6iFOWHudNInd.jpg
98,Gladiator,"After the death of Emperor Marcus Aurelius, his devious son takes power and demotes Maximus, one of Rome's most capable generals who Marcus preferred. Eventually, Maximus is forced to become a gladiator and battle to the death against other men for the amusement of paying audiences.","[28, 18, 12]",8.2,/ty8TGRuvJLPUmAR1H1nRIsgwvim.jpg
618344,Justice League Dark: Apokolips War,"Earth is decimated after intergalactic tyrant Darkseid has devastated the Justice League in a poorly executed war by the DC Super Heroes. Now the remaining bastions of good – the Justice League, Teen Titans, Suicide Squad and assorted others – must regroup, strategize and take the war to Darkseid in order to save the planet and its surviving inhabitants.","[16, 28, 878, 12, 14]",8.2,/c01Y4suApJ1Wic2xLmaq1QYcfoZ.jpg
857,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","[18, 36, 10752]",8.218,/uqx37cS8cpHg8U35f9U5IBlrCV3.jpg
37257,Witness for the Prosecution,An ailing barrister agrees to defend a man in a sensational murder trial where the unconvincing testimony of the defendant's wife becomes a subject of confusion.,"[18, 9648, 80]",8.217,/bCj4EfuehAlgBwVd3diyWyhuuau.jpg
315162,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.","[16, 12, 14, 35, 10751]",8.216,/aV1KGO9X3S4kzqEptVDAvGjccql.jpg
441130,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.","[16, 10751, 12, 14]",8.213,/ehAKuE48okTuonq6TpsNQj8vFTC.jpg
16869,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","[18, 53, 10752]",8.213,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg
16672,Woman in the Dunes,A vacationing entomologist suffers extreme physical and psychological trauma after being taken captive by the residents of a poor seaside village and made to live with a woman whose life task is shoveling sand for them.,"[18, 53]",8.212,/f0JpsMQ9oEjKBD66Ky3qK3z7LGT.jpg
694,The Shining,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.","[27, 53]",8.2,/xazWoLealQwEgqZ89MLZklLZD3k.jpg
50014,The Help,"Aibileen Clark is a middle-aged African-American maid who has spent her life raising white children and has recently lost her only son; Minny Jackson is an African-American maid who has often offended her employers despite her family's struggles with money and her desperate need for jobs; and Eugenia ""Skeeter"" Phelan is a young white woman who has recently moved back home after graduating college to find out her childhood maid has mysteriously disappeared. These three stories intertwine to explain how life in Jackson, Mississippi revolves around ""the help""; yet they are always kept at a certain distance because of racial lines.",[18],8.207,/3kmfoWWEc9Vtyuaf9v5VipRgdjx.jpg
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,"[12, 28, 878]",8.2,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
522924,The Art of Racing in the Rain,"A family dog – with a near-human soul and a philosopher's mind – evaluates his life through the lessons learned by his human owner, a race-car driver.","[18, 10749]",8.204,/mi5VN4ww0JZgRFJIaPxxTGKjUg7.jpg
354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.","[10751, 16, 10402, 12]",8.204,/6Ryitt95xrO8KXuqRGm1fUuNwqF.jpg
